Site,Image,Alt,AI Description,Alt score,AI score,Alt regex,AI notes,AI length,URL,,Rating scale,
workforgood.co.uk,,pexels-ketut-subiyanto-4349857 Edit.jpg,"A smiling person with short hair wearing a white shirt and a green apron, standing next to a large green plant.",,,Bad,,111,https://cdn.workforgood.co.uk/media/images/pexels-ketut-subiyanto-4349857_Edi.5904b063.fill-418x418.jpg,,,
workforgood.co.uk,,Plank Hardware.png,plank HARDWARE,,,Bad,,14,https://cdn.workforgood.co.uk/media/images/Untitled_5__5in_3.height-150.png,,,
workforgood.co.uk,,WWF UK,WWF panda logo in a black and white circle.,,,,,43,https://cdn.workforgood.co.uk/media/images/6_kXmu5c7.height-150.png,,,
workforgood.co.uk,,WWF,"Black and white stylized panda above the letters ""WWF"".",,,,,55,https://cdn.workforgood.co.uk/media/images/Case_study_images.2e16d0ba.fill-300x300.png,,,
www.417mag.com,,March 2024,417 MAGAZINE\nFLOW STATE: Four nearby trails with gorgeous cascades.\nTHE REMIX: We try the revamped menu at Jimm's Steakhouse.\nTHE TRENDING SPORT TAKING OZARK BY STORM. AND THE LOYAL LOVING EVERY MINUTE OF IT.\nPickleball is Life\n\nPerson jumping with a tennis racket amidst floating yellow pickleballs on a tennis court.,,,,,324,https://d194ip2226q57d.cloudfront.net/images/March24_Pickleball_email.2e16d0ba.fill-500x650.jpg,,,
www.417mag.com,,417 Bride,BRIDE,,,,,5,https://d194ip2226q57d.cloudfront.net/images/417BrideLogoHD60px.2e16d0ba.fill-500x500.png,,,
www.417mag.com,,417 Custom,AT7 CUSTOM,,,,,10,https://d194ip2226q57d.cloudfront.net/images/customLogoHD60px.2e16d0ba.fill-500x500.png,,,
www.417mag.com,,Biz 417,BIZ 417,,,,,7,https://d194ip2226q57d.cloudfront.net/images/BizLogoHD60px.2e16d0ba.fill-500x500.png,,,
www.417mag.com,,Home,AT HOME,,,,,7,https://d194ip2226q57d.cloudfront.net/images/homeLogoHD60px.2e16d0ba.fill-500x500.png,,,
www.417mag.com,,None,BIZ 417,,,,,7,https://d194ip2226q57d.cloudfront.net/images/417_ProductLogos_417magblackBiz2.2e16d0ba.fill-500x500.png,,,
www.417mag.com,,None,417 BRIDE,,,,,9,https://d194ip2226q57d.cloudfront.net/images/417_ProductLogos_417magblackbride2.2e16d0ba.fill-500x500.png,,,
www.417mag.com,,None,417 HOME,,,,,8,https://d194ip2226q57d.cloudfront.net/images/417_ProductLogos_417magblackhome2.2e16d0ba.fill-500x500.png,,,
www.417mag.com,,ADDY 2023 Award trophy,"Multiple purple award certificates for creative advertising, labeled as 'Viva Creative 2021 ADDY Award', with 'Silver' and one 'Gold' awards from AAF.",,,,,150,https://d194ip2226q57d.cloudfront.net/images/addys-header2.2e16d0ba.fill-500x300.jpg,,,
www.417mag.com,,See pictures from Cocktails on the Court 2024,"Two women smiling, holding pickleball paddles with logos in front of a green checkered backdrop with the text ""17 MAGAZINE"".",,,,,124,https://d194ip2226q57d.cloudfront.net/images/Alyssa_Kelly_Kaitlyn_Schumacher-wa.2e16d0ba.fill-500x300.jpg,,,
www.417mag.com,,See pictures from Best of 417 Party Bus 2024,"Group of people in red and white celebrating with balloons and a sign reading ""417"", in front of a building with signs ""Arts"" and ""Barber Shop"".",,,,,144,https://d194ip2226q57d.cloudfront.net/images/Andys_Frozen_Custard_Bestof417Part.669ad7c9.fill-500x300.jpg,,,
www.417mag.com,,See pictures from Emerald Evening 2024,"A man and a woman dressed in formal attire, smiling in front of a backdrop with vertical string decorations. Text on the right reads ""417"".",,,,,139,https://d194ip2226q57d.cloudfront.net/images/Itamar__Samantha_Gartin_Emerald_Ev.83c21009.fill-500x300.jpg,,,
www.417mag.com,,417 Magazine’s Kids Camps,"A group of joyful children of diverse ethnicities running on grass in a sunny park. One child wears a shirt with the text ""The Best.""",,,,,133,https://d194ip2226q57d.cloudfront.net/images/Kids-Camps_Header_2000x1000.a5a01cec.fill-500x300.jpg,,,
www.417mag.com,,Sandwich from Mythical ’Wich in Branson MO,"Hand holding a half-eaten sandwich with a colorful wrapper labeled ""Mythical Munch"" against a graffiti-style background.",,,,,120,https://d194ip2226q57d.cloudfront.net/images/MythicalWich_byHaliPatton-March202.2e16d0ba.fill-500x300.jpg,,,
www.417mag.com,,"Nantahala River, North Carolina",A rocky creek flowing through a forest with vibrant greenery on the banks.,,,,,74,https://d194ip2226q57d.cloudfront.net/images/Nantahala-River-Wayah-Road__bySony.2e16d0ba.fill-500x300.jpg,,,
www.417mag.com,,See pictures from 4C Sertoma 417 Whiskey Festival 2024,Two women smiling at a social event with a background featuring a board with various whiskey names.,,,,,99,https://d194ip2226q57d.cloudfront.net/images/Rae_Ford_Susan_Ford_WhiskeyFestiva.def07add.fill-500x300.jpg,,,
www.417mag.com,,Indoor ice skating stock phoot,Four people wearing roller skates standing on a purple surface.,,,,,63,https://d194ip2226q57d.cloudfront.net/images/shutterstock_Rollerskates.2e16d0ba.fill-500x300.jpg,,,
www.417mag.com,,"Celebrate Spring time in Branson, MO at Silver Dollar City.","Four people in vintage clothing posed as if they were statues, one holding an umbrella and others with props like a paint can and brush.",,,,,136,https://d194ip2226q57d.cloudfront.net/images/Silver_Dollar_City_Branson_Guide_M.2e16d0ba.fill-500x300.jpg,,,
www.417mag.com,,Missouri State Capitol Building,An illuminated state capitol building at dusk with a large dome and steps leading up to the entrance.,,,,,101,https://d194ip2226q57d.cloudfront.net/images/TakeFridayOff_JeffersonCity_StateC.959cccf6.fill-500x300.jpg,,,
www.417mag.com,,"Moxy hotel building, Springfield MO",Sunlight flares over the edge of a beige building against a clear blue sky.,,,,,75,https://d194ip2226q57d.cloudfront.net/images/The-Moxy-Hotel_DowntownSGF_TessaCo.2e16d0ba.fill-500x300.jpg,,,
www.branz.co.nz,,arch_eng_2024_website_tile,ARCH ENG BUILD SINCE 2012,,,Bad,,25,https://d39d3mj7qio96p.cloudfront.net/media/images/arch_eng_2024_website_tile.2e16d0ba.fill-828x522.png,,,
www.branz.co.nz,,BRANZ_HIG_web,"Hand holding a thermal imaging camera pointed at a ceiling, with the BRANZ logo and the text ""BRANZ House Insulation Guide New version available"".",,,Bad,,146,https://d39d3mj7qio96p.cloudfront.net/media/images/BRANZ_HIG_web.2e16d0ba.fill-828x522.png,,,
www.branz.co.nz,,Seminar series Building for our changing climate,Nationwide seminar series Building for our changing climate,,,,,59,https://d39d3mj7qio96p.cloudfront.net/media/images/big-Changing_climate_web_tile.2e16d0ba.fill-828x522.jpg,,,
www.hamilton-trust.org.uk,,Books. A shelf full of differently coloured children’s books.,"Rows of colorful, vertical book spines tightly packed on a shelf.",,,,,65,https://media.hamilton-trust.org.uk/images/image_191.2e16d0ba.fill-80x80.jpg,,,
www.hamilton-trust.org.uk,,Water,Close-up of choppy ocean waves with sunlight reflecting off the water's surface.,,,,,80,https://media.hamilton-trust.org.uk/images/water-2208931_1920.2e16d0ba.fill-80x80.jpg,,,
www.leprosymission.org.uk,,Alano and his wife,"An elderly couple smiling with the man's arm around the woman, sitting under a shelter with trees in the background.",,,,,116,https://leprosymission.contentfiles.net/media/images/IMG_3103-lpr.width-600.jpg,,,
www.leprosymission.org.uk,,Lego FAQs (4).png,"Colorful interlocked LEGO bricks in a patchwork of red, yellow, black, white, blue, and green.",,,Bad,,94,https://leprosymission.contentfiles.net/media/images/Lego_FAQs_4.2e16d0ba.fill-400x275.png,,,
www.leprosymission.org.uk,,waddup_6_option2.png,"A man in glasses and a garland provides medical assistance to a seated elder person; another elder person is visible. Text: ""WADDUP this week"".",,,Bad,,143,https://leprosymission.contentfiles.net/media/images/waddup_6_option2.cb1efe6f.fill-400x275.png,,,
www.leprosymission.org.uk,,Waddup this week#7.png,"Three individuals sitting close together, one wearing a flower garland. Text: ""WADDU this week"".",,,Bad,,96,https://leprosymission.contentfiles.net/media/images/Waddup_this_week7.0f339487.fill-400x275.png,,,
www.leprosymission.org.uk,,Diagnosis graphic,Icon of a person within a circle and a magnifying glass overlapping on the lower right.,,,,,87,https://leprosymission.contentfiles.net/media/images/noun_diagnosis_1181569.width-160.png,,,
www.leprosymission.org.uk,,Healthcare graphic,White cross within a circle on a black background.,,,,,50,https://leprosymission.contentfiles.net/media/images/noun_Healthcare_1296604.width-160.png,,,
www.leprosymission.org.uk,,Megaphone graphic,"Outlined megaphone icon with sound waves, indicating announcement or amplification, in black and white.",,,,,103,https://leprosymission.contentfiles.net/media/images/noun_Megaphone_1351289.width-160.png,,,
www.petercollingridge.co.uk,,3D torus,Green wireframe model of a torus (donut shape) on a white background.,,,,,69,https://media.petercollingridge.co.uk/images/wireframe_torus.max-300x300.width-100.png,,,
www.petercollingridge.co.uk,,Bezier curve in SVG,"A black curved line with a blue, a green, a purple, and a red dot at different points.",,,,,86,https://media.petercollingridge.co.uk/images/Screen_Shot_2018-03-24_at_17.24.17.width-100.png,,,
www.petercollingridge.co.uk,,Calculating the intersection of two line segments,Blue lines intersecting at a red point with yellow dots at endpoints.,,,,,69,https://media.petercollingridge.co.uk/images/Calculating_the_intersection_of_two_line_segme.width-100.png,,,
www.petercollingridge.co.uk,,Chinese Markov chain,A diagram of molecules with alphanumeric labels on a white background.,,,,,70,https://media.petercollingridge.co.uk/images/Chinese_sentence_structure4.width-100.jpg,,,
www.petercollingridge.co.uk,,Example of a simple cell with a pore,Schematic diagram of an operational amplifier with non-inverting configuration.,,,,,79,https://media.petercollingridge.co.uk/images/concentrating_D_with_pore.width-100.png,,,
www.petercollingridge.co.uk,,Heterocyst chemical reactions,Schematic of an athletics track with labeled running lanes and arrows indicating the direction of runners.,,,,,106,https://media.petercollingridge.co.uk/images/Screen_Shot_2018-01-17_at_18.17.59.width-100.png,,,
www.petercollingridge.co.uk,,Image of Charles Darwin evolved from 256 overlapping circles,"Stylized black and white digital portrait of a bearded man in profile, resembling a classical philosopher or intellectual.",,,,,122,https://media.petercollingridge.co.uk/images/Screen_Shot_2017-11-18_at_21.54.50.width-100.png,,,
www.petercollingridge.co.uk,,Khan Academy logo,KHAN ACADEMY with a hand and tree design consisting of leaves above.,,,,,68,https://media.petercollingridge.co.uk/images/Screen_Shot_2018-03-07_at_22.11.19.width-100.png,,,
www.petercollingridge.co.uk,,SVG bar chart with mouseover effect,"Bar chart with three bars, labeled 'Cats', 'Birds', and 'Fish'. The 'Birds' bar is the tallest.",,,,,95,https://media.petercollingridge.co.uk/images/Screen_Shot_2018-02-03_at_17.45.17.width-100.png,,,
www.petercollingridge.co.uk,,SVG illustration of double stranded DNA,"Colorful, banner-like graphics depicting DNA sequencing with the bases T, A, C, G in a repeated pattern.",,,,,104,https://media.petercollingridge.co.uk/images/Screen_Shot_2017-01-08_at_23.01.32.width-100.png,,,
www.petercollingridge.co.uk,,SVG image of ATP molecule,Molecular structure model with colored spheres representing different atoms connected by sticks to illustrate bonds.,,,,,116,https://media.petercollingridge.co.uk/images/Screen_Shot_2017-11-18_at_17.11.13.width-100.png,,,
www.resources.org,,210 cover = listing image_upright,"Cover of ""Resources"" magazine with the title ""Celebrating the People of RFF,"" featuring an illustration of a cityscape. Text: ""RFF 70 | Celebrating 70 years of Resources for the Future | No. 210 | SPRING 2022""",,,Bad,,209,https://media.rff.org/images/210_cover__listing_image_upright.2e16d0ba.fill-578x355.png,,,
www.resources.org,,214 a year of events hero image,"Empty white chairs facing a wall with two screens and a central green logo reading ""A 70 RESOURCES for the FUTURE"", flanked by ""ACT ZERO ECONOMY SUMMIT"" on screens.",,,,,164,https://media.rff.org/images/214_timeline_hero.2_ndp75Of.2e16d0ba.fill-578x355.png,,,
www.resources.org,,214_hydrogen graphic.png,"Abstract composition with floating blue and green spheres connected by white rods, golden lightning bolts, and solo spheres in varying hues.",,,Bad,,140,https://media.rff.org/images/214_a7_hero_image_1920x1080.da8aa5fe.fill-578x355.png,,,
www.resources.org,,214_IRA Article_hero image_1920x1080.png,Wind turbines on rolling hills with a winding path during sunset.,,,Bad,,65,https://media.rff.org/images/214_IRA_Article_hero_image_1920x10.750e5142.fill-578x355.png,,,
www.resources.org,,Beia Spiller Critical Minerals Web Thumbnail,A smiling woman in a black top with a bookshelf background.,,,,,59,https://media.rff.org/images/Beia_Spiller_Critical_Minerals_Web.2e16d0ba.fill-578x355.png,,,
www.resources.org,,https://media.rff.org/images/Randell_BW.2e16d0ba.fill-60x60.png,Smiling woman with dark hair wearing glasses and a black tank top.,,,Bad,,66,https://media.rff.org/images/Randell_BW.2e16d0ba.fill-60x60.png,,,
www.resources.org,,https://media.rff.org/images/Rissman_BW.2e16d0ba.fill-60x60.png,Smiling man in suit with striped tie and lapel pin.,,,Bad,,51,https://media.rff.org/images/Rissman_BW.2e16d0ba.fill-60x60.png,,,
www.ukgamesexpo.co.uk,,180601-UKGE-18-0049.jpg,"Person in a red cap and yellow-striped shirt looking at an exhibitor map labeled ""EXHIBITORS NEC HALL 1"".",,,Bad,,105,https://media.ukgamesexpo.co.uk/prod/images/180601-UKGE-18-0049.2e16d0ba.fill-340x200.width-340.jpg,,,
www.ukgamesexpo.co.uk,,180601-UKGE-18-1479.jpg,"People in medieval costumes reenact a battle, wielding swords and shields, some lying on the ground as if defeated.",,,Bad,,115,https://media.ukgamesexpo.co.uk/prod/images/180601-UKGE-18-1479_ymZI.2e16d0ba.fill-340x200.width-340.jpg,,,
www.ukgamesexpo.co.uk,,2,"Neon green and white ""CATALYST game labs"" logo with a stylized catapult over the text.",,,Bad,,86,https://media.ukgamesexpo.co.uk/prod/images/2_APjbO4K.width-200.jpg,,,
www.ukgamesexpo.co.uk,,2,CATALYST game labs,,,Bad,,18,https://media.ukgamesexpo.co.uk/prod/images/2_APjbO4K.height-40.width-80.jpg,,,
www.ukgamesexpo.co.uk,,UKGE 2024 Merchandise Now on Sale!,Golden dragon sculpture amongst colorful glass shards.,,,,,54,https://media.ukgamesexpo.co.uk/prod/images/Dragon6.width-236.height-137.png,,,
www.utmost.co.uk,,Carousel Hero,A monochrome illustration of a peacock with detailed feathers in teal.,,,,,70,https://utmostlp.s3.amazonaws.com/images/carousel-slide-1.2e16d0ba.fill-852x580.png,,,
www.yourschoolgames.com,,Oliver Dempsey - YST Young Changemaker 2023,"Three individuals posing with an award, one in a wheelchair, in front of a ""Youth Sport Trust Young Changemaker Awards 2023"" backdrop.",,,,,134,https://media.yourschoolgames.com/images/Oliver_Dempsey_-_YST_Young_Changemaker_2023.width-580.jpg,,,
www.yourschoolgames.com,,Netball,Children playing a basketball game in an indoor gym while others sit on the sidelines watching.,,,,,95,https://media.yourschoolgames.com/images/IMG_3498-min.width-550.jpg,,,
biologicaldiversity.org,,Cactus ferruginous owl,"Two owls camouflaged against a tree trunk, peeking out from a hollow.",,,,,69,https://s3-us-west-2.amazonaws.com/s3-wagtail.biolgicaldiversity.org/images/RSCactus_ferruginous_pygmy_owl_Sky.2e16d0ba.fill-200x200.jpg,,,
www.biteback2030.com,,Anisah Cropped,"A smiling woman with dark hair gestures during a conversation with another person, whose back is to the camera.",,,,,111,https://biteback.contentfiles.net/media/images/Anisah.2e16d0ba.fill-400x400-c100.png,,,
www.biteback2030.com,,Digivan Stunt Day February 2024 Junk Food,"Ad van with ""JUNK FOOD GIANTS HAVE US SURROUNDED"" next to Big Ben on an overcast day. Text: ""The health of over 1/2 of LBHF kids is at stake. Let's take back control"" and ""#BiteBack"".",,,,,183,https://biteback.contentfiles.net/media/images/Untitled_design_4.2e16d0ba.fill-475x475.png,,,
www.biteback2030.com,,Emmanuel Headshot serious,"Young man in a black hoodie with ""BITE BACK"" logo, looking seriously at the camera, with bare trees in the background.",,,,,118,https://biteback.contentfiles.net/media/images/Untitled_design_1.2e16d0ba.fill-480x685.png,,,
www.biteback2030.com,,Harrison cropped,"Young man with curly hair and a chain necklace wearing a t-shirt, isolated on a white background.",,,,,97,https://biteback.contentfiles.net/media/images/Harrison_cropped.2e16d0ba.fill-202x315.png,,,
